auc,auprc,brier,ece,et_dice,tc_dice,wt_dice,et_iou,tc_iou,wt_iou,wt_hd95,dice,iou,hd95,epoch,loss
0.5459901800327333,0.27292553358789107,0.1586747327976388,0.05161942541599274,0.16315344632992182,0.3025682496245097,0.5288084804366515,0.09613750788027284,0.1948869390806018,0.3915060056726185,0.0,0.13692245586984758,0.08979285510192395,0.0,1,0.7359163616137968
0.44473540643753406,0.16804964580486853,0.15709173451559857,0.01968228816986084,0.31208264659196233,0.40339978909666857,0.6817102143544322,0.20859834567503788,0.27728672404979765,0.5571906677357127,0.0,0.19108035103372967,0.1306618924149335,0.0,2,0.6795037817017139
0.3842880523731588,0.15719556828103004,0.15690363104001046,0.008013706768875195,0.4396162688928492,0.5415671650382998,0.7622086136171785,0.31981394578257577,0.4045210246476746,0.6454590099917743,0.0,0.30522525607905215,0.2087539903655324,0.0,3,0.5998049541598275
0.49067103109656296,0.21527257212387968,0.15662135412374723,0.0047705776085535945,0.5696537970149305,0.605676965339523,0.800414598938374,0.44386739833194794,0.46982922479228756,0.6876581812616498,0.0,0.4156737200269464,0.3087510392527225,0.0,4,0.5222385958855197
0.46372067648663395,0.197590037668401,0.15679534671407477,0.01231290846202826,0.5654325980496748,0.6332431389247921,0.7969361467517754,0.4436814872244369,0.5036306096035161,0.6815848743453569,4.268265040157796,0.4462222454325726,0.3379161359552849,44.61959621545859,5,0.46581032034588155
0.5514457174031642,0.23441467851791561,0.15634722004232987,0.012871379948279582,0.6223813405964277,0.7052436861431806,0.8287738370264122,0.49974586449442515,0.5838684765441446,0.7231667230215126,0.0,0.48151439171998717,0.374026492580291,0.0,6,0.42882017417970897
0.51620294599018,0.22443923302487515,0.15697763279509272,0.027096837759017944,0.6210885619033377,0.7269794406965506,0.82743878475034,0.5006832126311533,0.6075186294503855,0.721505475224105,0.0,0.47698306179266564,0.37350262117040317,0.0,7,0.40959919763894803
0.526241134751773,0.2316238317436176,0.15669984906947618,0.021010545825256494,0.6367844692526581,0.7483985976021406,0.8423788004752435,0.5164805639043047,0.6319276124697881,0.7396733488301968,0.0,0.49281793488980674,0.3855788759048569,0.0,8,0.3933456364178386
0.5271140207310421,0.24329681646879417,0.1562527363009423,0.01342682301930509,0.6282298076575414,0.7449614410226839,0.8487263601382203,0.5072653019211698,0.6274013142336049,0.7479189199100919,0.0,0.5104384612969771,0.39747024362794714,0.0,9,0.38316052116253113
0.5391162029459902,0.2403989851813664,0.15611318130050636,0.01477885053172212,0.6458896488189204,0.7568136655570735,0.8465940500030872,0.5274269605319054,0.6442848810890326,0.7465083798860949,2.885781150585925,0.5034463454151601,0.3946713796312543,35.35856846283201,10,0.37639299029673357
0.5439170758319695,0.24372844648543607,0.15594698778435323,0.012226206051809685,0.653233068119049,0.7602410261258489,0.8500566791713918,0.5326533694850182,0.6485433819759162,0.7532034398974411,0.0,0.48111050685786816,0.38145588361596466,0.0,11,0.36921445493958505
0.5364975450081833,0.24039437746501735,0.15733121793441018,0.03787389599176105,0.6530210533734127,0.7626146239478107,0.8506182212327257,0.5346544820320507,0.6491738582725493,0.751745552444987,0.0,0.5088842407795107,0.4009019640944443,0.0,12,0.3634107750271665
0.537152209492635,0.24441220718802786,0.1559845146993811,0.020460101240618034,0.6541978636607572,0.7700735504921703,0.8554350534737939,0.5370006843644564,0.6594664314184085,0.7591458485910387,0.0,0.522284861188667,0.41480214113053676,0.0,13,0.3605028322780231
0.5625750136388434,0.260970762582981,0.15562820453757553,0.01285538617783999,0.6531047627388269,0.7705195784244786,0.8394786874509766,0.5323527991696405,0.6572384719424251,0.7359474319817985,0.0,0.5197745305094704,0.40733220790757174,0.0,14,0.35327306827896626
0.5337697763229678,0.23581910340338402,0.15620264785124793,0.025276104598419002,0.6311578021102103,0.7507341617975689,0.8359310842865927,0.5115277378956149,0.6375804498806606,0.7377446077421111,3.236156551220915,0.5099963661058238,0.4034286060573967,33.785067953487406,15,0.35128606318285993
0.5631205673758866,0.24966776343094654,0.15524720965232297,0.006005466827528894,0.6560296780024518,0.7861371741935721,0.8555035997234953,0.541975886776264,0.679288216256855,0.7596446669621414,0.0,0.513127626619589,0.4051311140077566,0.0,16,0.34366874473157877
0.5874522640480087,0.26717810397919384,0.15467995121609163,0.020560836521179182,0.6620955068156877,0.7922492098681203,0.8501608285991953,0.5463683429609013,0.6838867527244957,0.7515657792744285,0.0,0.5205014030479888,0.41184247613541636,0.0,17,0.3417038644893446
0.6049099836333879,0.27359315297815456,0.15467472835164375,0.034876316956790776,0.6619227975495604,0.7997055934844368,0.847127121388012,0.545842929971274,0.6916777802496115,0.7489200476688573,0.0,0.5018813323090238,0.3982730809029627,0.0,18,0.33933531237654313
0.5851609383524277,0.263248600517491,0.15480234408832247,0.03821469460562665,0.6652373204988161,0.795910912638746,0.8577799494638689,0.5481798032309753,0.6878090688252262,0.7631756628629216,0.0,0.5090373855908944,0.40378217867944954,0.0,19,0.3332725392103072
0.5777414075286416,0.25883301559836536,0.15594828098722824,0.03569387012968006,0.6657069381963695,0.7943011826187802,0.8579474175234592,0.5485897711378535,0.6847461012807716,0.7637598789184011,2.5081326697369626,0.5228988516933908,0.4137049961106974,31.040622323032927,20,0.32910851615926495
0.6029459901800327,0.2783786607201698,0.15455086719040514,0.024664373417132235,0.6675003035590844,0.8013310574355582,0.8616231374588827,0.5523635689143059,0.6930768299725918,0.7688318557130488,0.0,0.5047304120519771,0.39780683558929053,0.0,21,0.32762578550888144
0.6041462084015276,0.27131566944693464,0.15605968817734625,0.04451485858757881,0.6801260079270208,0.7963290076607905,0.8600732930955965,0.5648881410579781,0.688944957521277,0.7669183385126889,0.0,0.5142137585916992,0.4069434653089481,0.0,22,0.32584411160360954
0.5912711402073104,0.25655375105025996,0.15509708215892787,0.01741915327647503,0.6853397556957425,0.8015903135630513,0.8585097238196866,0.5689751623975646,0.695581117202764,0.7663928795420002,0.0,0.516406368085239,0.4096531591885234,0.0,23,0.3213623128060105
0.5939989088925259,0.2728304521494002,0.1542717064726743,0.03926536587273377,0.6675595358113618,0.7982770633400527,0.857085313539627,0.5523827504327758,0.6888138114370247,0.7616846251849024,0.0,0.48833886957252653,0.3865324997954002,0.0,24,0.317555233921015
0.5915984724495362,0.274704176987608,0.15479181562822325,0.02539343129239735,0.6806830988219585,0.7914216554367017,0.8631156676642316,0.5658875507784312,0.6835278917971517,0.7691712243828089,2.227230020976025,0.5222537949592602,0.41272801225744693,30.988559064241816,25,0.3147641641490825
0.6392798690671031,0.28365056405246886,0.1538272994332704,0.023696270370762496,0.6692842520895609,0.7943313768383464,0.8608830972401248,0.5530861320582398,0.6885211645273488,0.7686277562018038,0.0,0.5093419448142857,0.40372766717688113,0.0,26,0.3124459226293717
